learning_item_id,learning_item_version_id,source_id,source_file_path,source_item_key,source_commit,source_content_hash,question_stem,answer_text,correct_option_key,knowledge_point_id,knowledge_point_name,mapping_candidate_id,mapping_confidence,mapping_method,mapping_review_status,answer_review_status,source_review_status,publish_decision,reviewer_id,reviewer_note
item-61b7f2bbc91938a921e3,item-version-4881235415a959869e25,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-112,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What are some things you might look for while cleaning data?,both of the above,C,kp-ml-nlp-sentiment-1,NLP 4,mapping-candidate-9c930af1ebf52f585ec9,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-1ad6b945021fadd38b64,item-version-10a82222cd1f77df37d9,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-113,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,It is important to understand your data and its foibles before performing operations on it.,true,A,kp-ml-nlp-sentiment-1,NLP 4,mapping-candidate-be4002b505e5196c8f40,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-0d707867bee391a127bf,item-version-1fc3b715be44f18ee217,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-114,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Why is it important to clean data before analyzing it?,Both of the above,C,kp-ml-nlp-sentiment-2,NLP 5,mapping-candidate-3d2b77cfc8489974cc9e,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-47e97c8fd1b7a08abf47,item-version-fc3d69b4381b0289997d,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-115,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is one example of a strategy for cleaning data?,removing columns/rows that aren't useful for answering a specific question,A,kp-ml-nlp-sentiment-2,NLP 5,mapping-candidate-b1a18588d49e231f8512,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-69bac3eb56a7f9e02fad,item-version-d1a5fa618a602995f0eb,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-116,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,It can be useful to categorize data using a Tag column.,true,A,kp-ml-nlp-sentiment-2,NLP 5,mapping-candidate-fd1704c705c17690ae55,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-2421c0736b7555a1c3bf,item-version-78fc8791ad0158b34963,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-117,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is the goal of the dataset?,to add sentiment and columns that will help you choose the best hotel,B,kp-ml-nlp-sentiment-2,NLP 5,mapping-candidate-58d0cbf7d106ef4b60b9,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-d3c7c06ac18e38ef71cf,item-version-5541e796952a49570a14,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-118,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What are stop words?,both of the above,C,kp-ml-nlp-sentiment-2,NLP 5,mapping-candidate-d5adcbd31a8874b08778,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-3a2200f45f269ae2a26e,item-version-aa02ab7af7ca887ba8ff,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-119,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,"To test the sentiment analysis, make sure it matches the reviewer's score for the same review.",true,A,kp-ml-nlp-sentiment-2,NLP 5,mapping-candidate-e9255b676382569a771f,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-b158a9ebc8e214595641,item-version-9a5e6830ed82b793725f,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-120,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Time Series Forecasting is useful in,both the above,C,kp-ml-timeseries-intro,Intro to Time Series,mapping-candidate-d73bb78c0265549cfbfb,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-b924e9dd561ef037eca0,item-version-bcc5035003a44305e696,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-121,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A time series is a sequence taken at:,successive equally spaced points in time,B,kp-ml-timeseries-intro,Intro to Time Series,mapping-candidate-834d3de5e05365facc59,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-c533bee5d91931bb1e32,item-version-9cd442986b9c2d358f22,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-122,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Time series can be used in:,earthquake prediction,A,kp-ml-timeseries-intro,Intro to Time Series,mapping-candidate-a2ce48dd9fb607c7283b,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-76c9d69ffc11d7bd677b,item-version-839a4ecd1dd010aa4d5e,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-123,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Time series trends are,Measurable increases and decreases over time,A,kp-ml-timeseries-intro,Intro to Time Series,mapping-candidate-a34b1b439633fac7497b,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-ad9cdc3286922c81106a,item-version-62452aa93b80ac267fb7,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-124,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Outliers are,points far away from standard data variance,B,kp-ml-timeseries-intro,Intro to Time Series,mapping-candidate-974086f89b91356f1fd7,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-dd2832b1b887b7612c25,item-version-1d2e4038adeb887867c6,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-125,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Time Series Forecasting is most useful for,Econometrics,A,kp-ml-timeseries-intro,Intro to Time Series,mapping-candidate-c5ce9d79be737c8badbf,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-7cf786501eca4dacfc92,item-version-90dabe9585b8f00d97b2,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-126,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,ARIMA stands for,AutoRegressive Integrated Moving Average,C,kp-ml-timeseries-arima,Time Series ARIMA,mapping-candidate-2a6495a3c36f5b3319d0,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-3e5f3b4f6c31d31b2af2,item-version-9feac2ffab622a94810d,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-127,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Stationarity refers to,data whose distribution does not change when shifted in time,B,kp-ml-timeseries-arima,Time Series ARIMA,mapping-candidate-f4c450b31c13098a9c5d,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-35df9151f33070eee6c9,item-version-a072604a522a11556256,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-128,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Differencing,eliminates trend and seasonality,C,kp-ml-timeseries-arima,Time Series ARIMA,mapping-candidate-0716c34cee8a624485ea,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-8493c364b8f9a9f944c5,item-version-eb492fad06c410222f0c,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-129,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,ARIMA is used to make a model fit the special form of time series data,as closely as possible,B,kp-ml-timeseries-arima,Time Series ARIMA,mapping-candidate-885165a6c32aa9f6fd94,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-07a23a125601ea350bee,item-version-c684c2c05cfd27f8c61d,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-130,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Use SARIMAX to,manage seasonal ARIMA models,A,kp-ml-timeseries-arima,Time Series ARIMA,mapping-candidate-c4d08ec73fd36cf9311e,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-ea7ac77c7bbc33f3d758,item-version-6c84068ded225fb2bb1a,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-131,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,'Walk-Forward' validation involves,re-training a model progressively as it is validated,B,kp-ml-timeseries-arima,Time Series ARIMA,mapping-candidate-9088c3e070c1cdb6b0e7,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-7a55576272fc930773f7,item-version-70b932d4695f41f3596c,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-132,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is reinforcement learning?,a learning technique that deciphers the optimal behavior of an agent in some environment by running many experiments,B,kp-ml-reinforcement-qlearning,Reinforcement 1,mapping-candidate-7bd83cc392725ed5e56a,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-8e83579e14aef42cb6d0,item-version-0d815570a0dcfa475550,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-133,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is a policy?,a function that returns the action at any given state,A,kp-ml-reinforcement-qlearning,Reinforcement 1,mapping-candidate-950b3e3dd7ae746f3777,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-3ebe17e05df0c415325f,item-version-6e5bf5eee64cb0049d9b,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-134,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,A reward function returns a score for each state of an environment.,true,A,kp-ml-reinforcement-qlearning,Reinforcement 1,mapping-candidate-e751ac56790fb14d92ca,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-b2e2cfd5345bc6eaa843,item-version-d4697456c157a2272f22,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-135,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is Q-Learning?,both of the above,C,kp-ml-reinforcement-qlearning,Reinforcement 1,mapping-candidate-a0811598ad75c5fd19e9,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-cdc35faf5d33161d234a,item-version-f32c0e11a8acff92e0aa,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-136,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,For what values does a Q-Table correspond to the random walk policy?,all equal values,A,kp-ml-reinforcement-qlearning,Reinforcement 1,mapping-candidate-4edece92111d10b7d51c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-777206224990ad7a7637,item-version-6f34180354a96f55f0a5,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-137,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,It was better to use exploration than exploitation during the learning process in our lesson.,false,B,kp-ml-reinforcement-qlearning,Reinforcement 1,mapping-candidate-818aec83e8667cfd3655,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-cee7199f86f0c62294f3,item-version-942a4f4acdf62cfe0291,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-138,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Chess and Go are games with continuous states.,false,B,kp-ml-reinforcement-gym,Reinforcement 2,mapping-candidate-69a53a44ebdb09cf0af1,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-9b23b1196bd2381b52c6,item-version-159c464d5bc283b9f95d,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-139,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is the CartPole problem?,a simplified version of balancing,C,kp-ml-reinforcement-gym,Reinforcement 2,mapping-candidate-548a4e7c4220e622a026,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-5cd2cd1f6c1e1c4dc2ac,item-version-a8628d6ccdff9de53ba8,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-140,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What tool can we use to play out different scenarios of potential states in a game?,simulation environments,B,kp-ml-reinforcement-gym,Reinforcement 2,mapping-candidate-079e5fec9a05a6248dc9,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-8e3fe98ce4b497172a3c,item-version-f18ad91d82a823e165e5,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-141,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Where do we define all possible actions in an environment?,action space,B,kp-ml-reinforcement-gym,Reinforcement 2,mapping-candidate-c75c99dcd03beef654f4,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-6b784cf3c0bc63b66302,item-version-c8b882cb3abe74470022,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-142,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What pair did we use as the dictionary key-value?,"(state, action) as the key, Q-Table entry as the value",A,kp-ml-reinforcement-gym,Reinforcement 2,mapping-candidate-2ca562bac759b5ecda1c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-a37550c2935bc0c35e96,item-version-31cff927e31f3ead7e38,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-143,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What are the hyperparameters we used during Q-Learning?,"learning rate, discount factor, exploration/exploitation factor",B,kp-ml-reinforcement-gym,Reinforcement 2,mapping-candidate-d699599ae81ea3734a3c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-d302b6571df14ab40429,item-version-3dd6a00da89bc2b8c8bd,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-144,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What's an example of an ML application in the Finance industry?,Wealth management using linear regression,B,kp-ml-real-world-applications,Real World Applications,mapping-candidate-18071aa6fcc43a91020c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-4e3bb7bd8031be6b64a2,item-version-c00eaed5cd350336d001,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-145,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What ML technique can hospitals use to manage readmission?,Clustering,A,kp-ml-real-world-applications,Real World Applications,mapping-candidate-0619ddb9dc4b5ab6a0ab,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-1576086c2485dd2802e3,item-version-99198031ff3d9d43f731,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-146,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is an example of using Time Series for energy management?,Smart parking meters,B,kp-ml-real-world-applications,Real World Applications,mapping-candidate-c166390914fd53f2931d,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-3989c002c3c6144f34dc,item-version-e44473cd413377b6ed5f,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-147,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Which ML technique can be used to detect credit card fraud?,Clustering,B,kp-ml-real-world-applications,Real World Applications,mapping-candidate-54f73c2f706089310b5c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-7e09409a4020cc7e0e39,item-version-1ac25970d8178731880e,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-148,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Which ML technique is exemplified in forest management?,Reinforcement Learning,A,kp-ml-real-world-applications,Real World Applications,mapping-candidate-6a5c7903b5bd19ad69ec,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-b75f76db92d27892783f,item-version-baf6ac9431e16b0e500b,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-149,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What's an example of an ML application in the Health Care industry?,Managing clinical trials using classifiers,B,kp-ml-real-world-applications,Real World Applications,mapping-candidate-23fff6fcd4efc71699e2,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-3aced7b91f59e2800ebc,item-version-843e9e7ea79b6ae92164,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-150,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,SVM stands for,Support Vector Machine,B,kp-ml-timeseries-svr,Time Series SVR,mapping-candidate-75b10cab62fa38771aa5,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-661f94a71985c0e43536,item-version-b107822420b9fa782a90,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-151,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Which of these ML techniques is used to predict continuous values?,Regression,C,kp-ml-timeseries-svr,Time Series SVR,mapping-candidate-3054c8c7cf8b906d026a,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-799ffc6103969c48e024,item-version-b20f687f18fa699987b0,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-152,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Which of these models is popularly used for time series forecasting?,ARIMA,A,kp-ml-timeseries-svr,Time Series SVR,mapping-candidate-bc57bb48a5cc263259db,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-72d53d3b12b1f1b3c32c,item-version-c4a8b7d3d056e3955fd2,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-153,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,By which of these methods does an SVR learn?,Finding the best fit hyperplane that has the maximum number of data points,A,kp-ml-timeseries-svr,Time Series SVR,mapping-candidate-e2e9f4736767ede1118d,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-10bfacc5561e42961ecd,item-version-a129cb879663ff9c2d38,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-154,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,What is the purpose of a kernel in SVMs?,To transform the dataset to a higher dimension space,B,kp-ml-timeseries-svr,Time Series SVR,mapping-candidate-b5d277266bcd87e5d5cd,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-f9661e4e8bc511ef147b,item-version-b4f7c3f574f48bc02467,microsoft-ml-for-beginners,quiz-app/src/assets/translations/en.json,json-155,d0d0ea2b2d22cddca31f9c6d108df7daa87a1b46,b278cb874c3e66ef48b20f766c69648f1f9331b9d414730f6461f2d6a3a5a27c,Which of these models consider the non-linearity in the dataset?,SVR using RBF kernel,C,kp-ml-timeseries-svr,Time Series SVR,mapping-candidate-ff6d33c0071cd8884e9f,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-871de120765b344c492d,item-version-7fb54656ca1a37fbc2a0,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-1.json,json-0,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,a57eef42fbbd084c12a4fecb9b57bd4ac4bfe5e489a014c0b0464cd2e4270c4e,A famous 19th century proto-computer engineer was,Charles Babbage,B,kp-ai-lesson-01,Introduction to AI,mapping-candidate-50ed01435ce8167defd4,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-b64c4e951ee70ec0a151,item-version-c6bc3a53f85858a077a2,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-1.json,json-1,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,a57eef42fbbd084c12a4fecb9b57bd4ac4bfe5e489a014c0b0464cd2e4270c4e,Weak AI is a system designed to solve many tasks,False,B,kp-ai-lesson-01,Introduction to AI,mapping-candidate-94955d68456af6e7092f,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-b2cfc4627fdbd268a3e4,item-version-9773e9928db986090665,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-1.json,json-2,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,a57eef42fbbd084c12a4fecb9b57bd4ac4bfe5e489a014c0b0464cd2e4270c4e,Chat bots are an example of truly intelligent systems,"false, but they are increasingly able to pass Turing tests as they become more sophisticated.",C,kp-ai-lesson-01,Introduction to AI,mapping-candidate-b942eabee748895cf3b8,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-a26306666d8f1f2159a1,item-version-49fbd2891321c3c3853e,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-1.json,json-3,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,a57eef42fbbd084c12a4fecb9b57bd4ac4bfe5e489a014c0b0464cd2e4270c4e,A top-down approach to AI is a model of reasoning called,symbolic reasoning,B,kp-ai-lesson-01,Introduction to AI,mapping-candidate-c61e5a10b2b8cabfcb8c,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-94ba001fb3192194163b,item-version-af0dd30f9933a12789b3,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-1.json,json-4,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,a57eef42fbbd084c12a4fecb9b57bd4ac4bfe5e489a014c0b0464cd2e4270c4e,A bottom-up approach to AI is based on neural networks,True,A,kp-ai-lesson-01,Introduction to AI,mapping-candidate-4b3e001cd41318ceca41,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-116d22ef2fd4191a84f0,item-version-65a57f4a4065d05d5d9f,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-1.json,json-5,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,a57eef42fbbd084c12a4fecb9b57bd4ac4bfe5e489a014c0b0464cd2e4270c4e,The AI Winter occurred in this era,1970s,C,kp-ai-lesson-01,Introduction to AI,mapping-candidate-8d437671d9d0f06dea63,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-c39bd672a0d034a4b984,item-version-aa676b2466d0eddd1bd8,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-10.json,json-0,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,d73143c1f0d9cf25bb24ba2c428de6db97661515b387243d810bbbf966243073,Generators take vectors and produce ____,image,B,kp-ai-lesson-10,Generative Adversarial Networks,mapping-candidate-f75ef7b9bd4562d76e59,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-c7c85998ccab340d9aef,item-version-512bcf9e3363216b49ab,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-10.json,json-1,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,d73143c1f0d9cf25bb24ba2c428de6db97661515b387243d810bbbf966243073,GANs is short for?,Generative adversarial networks,C,kp-ai-lesson-10,Generative Adversarial Networks,mapping-candidate-7080932c48025dbff2d0,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-c618868cc224f0dca9ab,item-version-a10d1d80e1a208af0012,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-10.json,json-2,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,d73143c1f0d9cf25bb24ba2c428de6db97661515b387243d810bbbf966243073,GAN uses ____ neural networks,2,B,kp-ai-lesson-10,Generative Adversarial Networks,mapping-candidate-99b84f79fa6bc8fc7b4a,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-cf33439636f098a44e77,item-version-59bc3b43f1614108354b,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-10.json,json-3,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,d73143c1f0d9cf25bb24ba2c428de6db97661515b387243d810bbbf966243073,We can use Batch normalization and BatchNorm1D to stabilize the training,true,A,kp-ai-lesson-10,Generative Adversarial Networks,mapping-candidate-aec2726c2e40dbdfc13b,0.99,upstream_quiz_group,pending,pending,pending,hold,,
item-0325bea7e5085093cc66,item-version-107acb27ee787d2c6638,microsoft-ai-for-beginners,etc/quiz-app/src/assets/translations/en/lesson-10.json,json-4,33e781bf7bfb9b39fd27c4e4a3e592669b52cb4b,d73143c1f0d9cf25bb24ba2c428de6db97661515b387243d810bbbf966243073,Deep Convolutional GAN uses convolutional layers for ____ and ____,"generator, discriminator",A,kp-ai-lesson-10,Generative Adversarial Networks,mapping-candidate-6ff3fe0f348946ef6afd,0.99,upstream_quiz_group,pending,pending,pending,hold,,
