question_id,option_index,option_text,knowledge_point_id,ai_suggested_misconception_code,ai_suggested_misconception_label,ai_suggested_remediation_knowledge_point_id,ai_confidence,human_decision,human_reviewer,human_reviewed_at,status
dl-q14-v3,1,"Conv2d(16,3,kernel_size=1) 且无输入",dl-convolution,misread-dl-q14-v3-1,"将“Conv2d(16,3,kernel_size=1) 且无输入”误认为“Conv2d(3,16,kernel_size=3)”，需核实这是否反映稳定的概念误解。",dl-convolution,low,,,,ai_pre_assessed_pending_human
dl-q14-v3,2,"Linear(3,16)",dl-convolution,misread-dl-q14-v3-2,"将“Linear(3,16)”误认为“Conv2d(3,16,kernel_size=3)”，需核实这是否反映稳定的概念误解。",dl-convolution,low,,,,ai_pre_assessed_pending_human
dl-q14-v4,1,每个输出必须连接所有图像像素,dl-convolution,misread-dl-q14-v4-1,将“每个输出必须连接所有图像像素”误认为“一个输出位置只看输入的局部邻域”，需核实这是否反映稳定的概念误解。,dl-convolution,low,,,,ai_pre_assessed_pending_human
dl-q14-v4,2,不使用任何权重,dl-convolution,misread-dl-q14-v4-2,将“不使用任何权重”误认为“一个输出位置只看输入的局部邻域”，需核实这是否反映稳定的概念误解。,dl-convolution,low,,,,ai_pre_assessed_pending_human
dl-q15-v2,1,增加类别标签,dl-padding-stride,misread-dl-q15-v2-1,将“增加类别标签”误认为“控制边界信息与输出尺寸”，需核实这是否反映稳定的概念误解。,dl-padding-stride,low,,,,ai_pre_assessed_pending_human
dl-q15-v2,2,替代卷积核,dl-padding-stride,misread-dl-q15-v2-2,将“替代卷积核”误认为“控制边界信息与输出尺寸”，需核实这是否反映稳定的概念误解。,dl-padding-stride,low,,,,ai_pre_assessed_pending_human
dl-q15-v3,1,padding=0,dl-padding-stride,misread-dl-q15-v3-1,将“padding=0”误认为“padding=1”，需核实这是否反映稳定的概念误解。,dl-padding-stride,low,,,,ai_pre_assessed_pending_human
dl-q15-v3,2,padding=3,dl-padding-stride,misread-dl-q15-v3-2,将“padding=3”误认为“padding=1”，需核实这是否反映稳定的概念误解。,dl-padding-stride,low,,,,ai_pre_assessed_pending_human
dl-q15-v4,1,增加输入通道数,dl-padding-stride,misread-dl-q15-v4-1,将“增加输入通道数”误认为“减少输出位置数量”，需核实这是否反映稳定的概念误解。,dl-padding-stride,low,,,,ai_pre_assessed_pending_human
dl-q15-v4,2,使卷积核消失,dl-padding-stride,misread-dl-q15-v4-2,将“使卷积核消失”误认为“减少输出位置数量”，需核实这是否反映稳定的概念误解。,dl-padding-stride,low,,,,ai_pre_assessed_pending_human
dl-q16-v2,1,2.5,dl-pooling,misread-dl-q16-v2-1,将“2.5”误认为“4”，需核实这是否反映稳定的概念误解。,dl-pooling,low,,,,ai_pre_assessed_pending_human
dl-q16-v2,2,1,dl-pooling,misread-dl-q16-v2-2,将“1”误认为“4”，需核实这是否反映稳定的概念误解。,dl-pooling,low,,,,ai_pre_assessed_pending_human
dl-q16-v3,1,二者都只做参数更新,dl-pooling,misread-dl-q16-v3-1,将“二者都只做参数更新”误认为“一个取平均值，一个取最大值”，需核实这是否反映稳定的概念误解。,dl-pooling,low,,,,ai_pre_assessed_pending_human
dl-q16-v3,2,平均池化输出类别,dl-pooling,misread-dl-q16-v3-2,将“平均池化输出类别”误认为“一个取平均值，一个取最大值”，需核实这是否反映稳定的概念误解。,dl-pooling,low,,,,ai_pre_assessed_pending_human
dl-q16-v4,1,降低空间分辨率,dl-pooling,misread-dl-q16-v4-1,将“降低空间分辨率”误认为“学习卷积核权重”，需核实这是否反映稳定的概念误解。,dl-pooling,low,,,,ai_pre_assessed_pending_human
dl-q16-v4,2,汇聚局部特征,dl-pooling,misread-dl-q16-v4-2,将“汇聚局部特征”误认为“学习卷积核权重”，需核实这是否反映稳定的概念误解。,dl-pooling,low,,,,ai_pre_assessed_pending_human
dl-q17-v2,1,随机打乱后只保留一天,dl-sequence,misread-dl-q17-v2-1,将“随机打乱后只保留一天”误认为“按时间顺序的 7 天销量窗口”，需核实这是否反映稳定的概念误解。,dl-sequence,low,,,,ai_pre_assessed_pending_human
dl-q17-v2,2,类别名称列表,dl-sequence,misread-dl-q17-v2-2,将“类别名称列表”误认为“按时间顺序的 7 天销量窗口”，需核实这是否反映稳定的概念误解。,dl-sequence,low,,,,ai_pre_assessed_pending_human
dl-q17-v3,1,下一个词 → 随机图片,dl-sequence,misread-dl-q17-v3-1,将“下一个词 → 随机图片”误认为“前面词序列 → 下一个词”，需核实这是否反映稳定的概念误解。,dl-sequence,low,,,,ai_pre_assessed_pending_human
dl-q17-v3,2,词序列 → 文件大小,dl-sequence,misread-dl-q17-v3-2,将“词序列 → 文件大小”误认为“前面词序列 → 下一个词”，需核实这是否反映稳定的概念误解。,dl-sequence,low,,,,ai_pre_assessed_pending_human
dl-q17-v4,1,增加输入维度,dl-sequence,misread-dl-q17-v4-1,将“增加输入维度”误认为“破坏时间依赖关系”，需核实这是否反映稳定的概念误解。,dl-sequence,low,,,,ai_pre_assessed_pending_human
dl-q17-v4,2,自动减少噪声,dl-sequence,misread-dl-q17-v4-2,将“自动减少噪声”误认为“破坏时间依赖关系”，需核实这是否反映稳定的概念误解。,dl-sequence,low,,,,ai_pre_assessed_pending_human
dl-q18-v2,1,记录训练文件路径,dl-rnn,misread-dl-q18-v2-1,将“记录训练文件路径”误认为“携带先前时间步的信息”，需核实这是否反映稳定的概念误解。,dl-rnn,low,,,,ai_pre_assessed_pending_human
dl-q18-v2,2,替代当前输入 x_t,dl-rnn,misread-dl-q18-v2-2,将“替代当前输入 x_t”误认为“携带先前时间步的信息”，需核实这是否反映稳定的概念误解。,dl-rnn,low,,,,ai_pre_assessed_pending_human
dl-q18-v3,1,每步删除并改为 0,dl-rnn,misread-dl-q18-v3-1,将“每步删除并改为 0”误认为“作为下一步的上一隐藏状态继续输入”，需核实这是否反映稳定的概念误解。,dl-rnn,low,,,,ai_pre_assessed_pending_human
dl-q18-v3,2,替代当前输入 x_t,dl-rnn,misread-dl-q18-v3-2,将“替代当前输入 x_t”误认为“作为下一步的上一隐藏状态继续输入”，需核实这是否反映稳定的概念误解。,dl-rnn,low,,,,ai_pre_assessed_pending_human
dl-q18-v4,1,类别标签自动删除,dl-rnn,misread-dl-q18-v4-1,将“类别标签自动删除”误认为“梯度消失或爆炸”，需核实这是否反映稳定的概念误解。,dl-rnn,low,,,,ai_pre_assessed_pending_human
dl-q18-v4,2,输入维度必定为 0,dl-rnn,misread-dl-q18-v4-2,将“输入维度必定为 0”误认为“梯度消失或爆炸”，需核实这是否反映稳定的概念误解。,dl-rnn,low,,,,ai_pre_assessed_pending_human
py-q01,1,float 单个浮点数,prog-python,misread-py-q01-1,将“float 单个浮点数”误认为“list 列表”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
py-q01,2,bool 布尔值,prog-python,misread-py-q01-2,将“bool 布尔值”误认为“list 列表”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
py-q01-v2,0,3,prog-python,misread-py-q01-v2-0,将“3”误认为“6”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
py-q01-v2,2,9,prog-python,misread-py-q01-v2-2,将“9”误认为“6”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
py-q01-v3,1,`rewards = total`,prog-python,misread-py-q01-v3-1,将“`rewards = total`”误认为“`total += r`”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
py-q01-v3,2,`break`,prog-python,misread-py-q01-v3-2,将“`break`”误认为“`total += r`”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
py-q01-v4,1,q_values[1],prog-python,misread-py-q01-v4-1,将“q_values[1]”误认为“q_values[0]”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
py-q01-v4,2,q_values[first],prog-python,misread-py-q01-v4-2,将“q_values[first]”误认为“q_values[0]”，需核实这是否反映稳定的概念误解。,prog-python,low,,,,ai_pre_assessed_pending_human
qt-q01,1,状态数量,prog-qtable,misread-qt-q01-1,将“状态数量”误认为“在状态s采取动作a的价值估计”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
qt-q01,2,神经网络层数,prog-qtable,misread-qt-q01-2,将“神经网络层数”误认为“在状态s采取动作a的价值估计”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
qt-q01-v2,1,当前批次样本数,prog-qtable,misread-qt-q01-v2-1,将“当前批次样本数”误认为“即时奖励和折扣后的下一状态最大Q值”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
qt-q01-v2,2,动作名称字符串,prog-qtable,misread-qt-q01-v2-2,将“动作名称字符串”误认为“即时奖励和折扣后的下一状态最大Q值”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
qt-q01-v3,1,自动提高探索率,prog-qtable,misread-qt-q01-v3-1,将“自动提高探索率”误认为“错误加入不存在的未来回报”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
qt-q01-v3,2,删除当前奖励,prog-qtable,misread-qt-q01-v3-2,将“删除当前奖励”误认为“错误加入不存在的未来回报”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
qt-q01-v4,1,状态空间大小,prog-qtable,misread-qt-q01-v4-1,将“状态空间大小”误认为“新经验改变旧值的幅度”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
qt-q01-v4,2,动作类别名称,prog-qtable,misread-qt-q01-v4-2,将“动作类别名称”误认为“新经验改变旧值的幅度”，需核实这是否反映稳定的概念误解。,prog-qtable,low,,,,ai_pre_assessed_pending_human
