question_id,option_index,option_text,knowledge_point_id,is_correct,misconception_code,misconception_label,remediation_knowledge_point_id,reviewer,reviewed_at,status
dl-q14-v3,1,"Conv2d(16,3,kernel_size=1) 且无输入",dl-convolution,false,pending-dl-q14-v3-1,待内容负责人填写：该错误选项反映的具体误解,dl-convolution,,,waiting_human_confirmation
dl-q14-v3,2,"Linear(3,16)",dl-convolution,false,pending-dl-q14-v3-2,待内容负责人填写：该错误选项反映的具体误解,dl-convolution,,,waiting_human_confirmation
dl-q14-v4,0,一个输出位置只看输入的局部邻域,dl-convolution,true,,正确选项,dl-convolution,,,not_applicable
dl-q14-v4,1,每个输出必须连接所有图像像素,dl-convolution,false,pending-dl-q14-v4-1,待内容负责人填写：该错误选项反映的具体误解,dl-convolution,,,waiting_human_confirmation
dl-q14-v4,2,不使用任何权重,dl-convolution,false,pending-dl-q14-v4-2,待内容负责人填写：该错误选项反映的具体误解,dl-convolution,,,waiting_human_confirmation
dl-q15-v2,0,控制边界信息与输出尺寸,dl-padding-stride,true,,正确选项,dl-padding-stride,,,not_applicable
dl-q15-v2,1,增加类别标签,dl-padding-stride,false,pending-dl-q15-v2-1,待内容负责人填写：该错误选项反映的具体误解,dl-padding-stride,,,waiting_human_confirmation
dl-q15-v2,2,替代卷积核,dl-padding-stride,false,pending-dl-q15-v2-2,待内容负责人填写：该错误选项反映的具体误解,dl-padding-stride,,,waiting_human_confirmation
dl-q15-v3,0,padding=1,dl-padding-stride,true,,正确选项,dl-padding-stride,,,not_applicable
dl-q15-v3,1,padding=0,dl-padding-stride,false,pending-dl-q15-v3-1,待内容负责人填写：该错误选项反映的具体误解,dl-padding-stride,,,waiting_human_confirmation
dl-q15-v3,2,padding=3,dl-padding-stride,false,pending-dl-q15-v3-2,待内容负责人填写：该错误选项反映的具体误解,dl-padding-stride,,,waiting_human_confirmation
dl-q15-v4,0,减少输出位置数量,dl-padding-stride,true,,正确选项,dl-padding-stride,,,not_applicable
dl-q15-v4,1,增加输入通道数,dl-padding-stride,false,pending-dl-q15-v4-1,待内容负责人填写：该错误选项反映的具体误解,dl-padding-stride,,,waiting_human_confirmation
dl-q15-v4,2,使卷积核消失,dl-padding-stride,false,pending-dl-q15-v4-2,待内容负责人填写：该错误选项反映的具体误解,dl-padding-stride,,,waiting_human_confirmation
dl-q16-v2,0,4,dl-pooling,true,,正确选项,dl-pooling,,,not_applicable
dl-q16-v2,1,2.5,dl-pooling,false,pending-dl-q16-v2-1,待内容负责人填写：该错误选项反映的具体误解,dl-pooling,,,waiting_human_confirmation
dl-q16-v2,2,1,dl-pooling,false,pending-dl-q16-v2-2,待内容负责人填写：该错误选项反映的具体误解,dl-pooling,,,waiting_human_confirmation
dl-q16-v3,0,一个取平均值，一个取最大值,dl-pooling,true,,正确选项,dl-pooling,,,not_applicable
dl-q16-v3,1,二者都只做参数更新,dl-pooling,false,pending-dl-q16-v3-1,待内容负责人填写：该错误选项反映的具体误解,dl-pooling,,,waiting_human_confirmation
dl-q16-v3,2,平均池化输出类别,dl-pooling,false,pending-dl-q16-v3-2,待内容负责人填写：该错误选项反映的具体误解,dl-pooling,,,waiting_human_confirmation
dl-q16-v4,0,学习卷积核权重,dl-pooling,true,,正确选项,dl-pooling,,,not_applicable
dl-q16-v4,1,降低空间分辨率,dl-pooling,false,pending-dl-q16-v4-1,待内容负责人填写：该错误选项反映的具体误解,dl-pooling,,,waiting_human_confirmation
dl-q16-v4,2,汇聚局部特征,dl-pooling,false,pending-dl-q16-v4-2,待内容负责人填写：该错误选项反映的具体误解,dl-pooling,,,waiting_human_confirmation
dl-q17-v2,0,按时间顺序的 7 天销量窗口,dl-sequence,true,,正确选项,dl-sequence,,,not_applicable
dl-q17-v2,1,随机打乱后只保留一天,dl-sequence,false,pending-dl-q17-v2-1,待内容负责人填写：该错误选项反映的具体误解,dl-sequence,,,waiting_human_confirmation
dl-q17-v2,2,类别名称列表,dl-sequence,false,pending-dl-q17-v2-2,待内容负责人填写：该错误选项反映的具体误解,dl-sequence,,,waiting_human_confirmation
dl-q17-v3,0,前面词序列 → 下一个词,dl-sequence,true,,正确选项,dl-sequence,,,not_applicable
dl-q17-v3,1,下一个词 → 随机图片,dl-sequence,false,pending-dl-q17-v3-1,待内容负责人填写：该错误选项反映的具体误解,dl-sequence,,,waiting_human_confirmation
dl-q17-v3,2,词序列 → 文件大小,dl-sequence,false,pending-dl-q17-v3-2,待内容负责人填写：该错误选项反映的具体误解,dl-sequence,,,waiting_human_confirmation
dl-q17-v4,0,破坏时间依赖关系,dl-sequence,true,,正确选项,dl-sequence,,,not_applicable
dl-q17-v4,1,增加输入维度,dl-sequence,false,pending-dl-q17-v4-1,待内容负责人填写：该错误选项反映的具体误解,dl-sequence,,,waiting_human_confirmation
dl-q17-v4,2,自动减少噪声,dl-sequence,false,pending-dl-q17-v4-2,待内容负责人填写：该错误选项反映的具体误解,dl-sequence,,,waiting_human_confirmation
dl-q18-v2,0,携带先前时间步的信息,dl-rnn,true,,正确选项,dl-rnn,,,not_applicable
dl-q18-v2,1,记录训练文件路径,dl-rnn,false,pending-dl-q18-v2-1,待内容负责人填写：该错误选项反映的具体误解,dl-rnn,,,waiting_human_confirmation
dl-q18-v2,2,替代当前输入 x_t,dl-rnn,false,pending-dl-q18-v2-2,待内容负责人填写：该错误选项反映的具体误解,dl-rnn,,,waiting_human_confirmation
dl-q18-v3,0,作为下一步的上一隐藏状态继续输入,dl-rnn,true,,正确选项,dl-rnn,,,not_applicable
dl-q18-v3,1,每步删除并改为 0,dl-rnn,false,pending-dl-q18-v3-1,待内容负责人填写：该错误选项反映的具体误解,dl-rnn,,,waiting_human_confirmation
dl-q18-v3,2,替代当前输入 x_t,dl-rnn,false,pending-dl-q18-v3-2,待内容负责人填写：该错误选项反映的具体误解,dl-rnn,,,waiting_human_confirmation
dl-q18-v4,0,梯度消失或爆炸,dl-rnn,true,,正确选项,dl-rnn,,,not_applicable
dl-q18-v4,1,类别标签自动删除,dl-rnn,false,pending-dl-q18-v4-1,待内容负责人填写：该错误选项反映的具体误解,dl-rnn,,,waiting_human_confirmation
dl-q18-v4,2,输入维度必定为 0,dl-rnn,false,pending-dl-q18-v4-2,待内容负责人填写：该错误选项反映的具体误解,dl-rnn,,,waiting_human_confirmation
py-q01,0,list 列表,prog-python,true,,正确选项,prog-python,,,not_applicable
py-q01,1,float 单个浮点数,prog-python,false,pending-py-q01-1,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
py-q01,2,bool 布尔值,prog-python,false,pending-py-q01-2,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
py-q01-v2,0,3,prog-python,false,pending-py-q01-v2-0,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
py-q01-v2,1,6,prog-python,true,,正确选项,prog-python,,,not_applicable
py-q01-v2,2,9,prog-python,false,pending-py-q01-v2-2,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
py-q01-v3,0,`total += r`,prog-python,true,,正确选项,prog-python,,,not_applicable
py-q01-v3,1,`rewards = total`,prog-python,false,pending-py-q01-v3-1,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
py-q01-v3,2,`break`,prog-python,false,pending-py-q01-v3-2,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
py-q01-v4,0,q_values[0],prog-python,true,,正确选项,prog-python,,,not_applicable
py-q01-v4,1,q_values[1],prog-python,false,pending-py-q01-v4-1,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
py-q01-v4,2,q_values[first],prog-python,false,pending-py-q01-v4-2,待内容负责人填写：该错误选项反映的具体误解,prog-python,,,waiting_human_confirmation
qt-q01,0,在状态s采取动作a的价值估计,prog-qtable,true,,正确选项,prog-qtable,,,not_applicable
qt-q01,1,状态数量,prog-qtable,false,pending-qt-q01-1,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
qt-q01,2,神经网络层数,prog-qtable,false,pending-qt-q01-2,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
qt-q01-v2,0,即时奖励和折扣后的下一状态最大Q值,prog-qtable,true,,正确选项,prog-qtable,,,not_applicable
qt-q01-v2,1,当前批次样本数,prog-qtable,false,pending-qt-q01-v2-1,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
qt-q01-v2,2,动作名称字符串,prog-qtable,false,pending-qt-q01-v2-2,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
qt-q01-v3,0,错误加入不存在的未来回报,prog-qtable,true,,正确选项,prog-qtable,,,not_applicable
qt-q01-v3,1,自动提高探索率,prog-qtable,false,pending-qt-q01-v3-1,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
qt-q01-v3,2,删除当前奖励,prog-qtable,false,pending-qt-q01-v3-2,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
qt-q01-v4,0,新经验改变旧值的幅度,prog-qtable,true,,正确选项,prog-qtable,,,not_applicable
qt-q01-v4,1,状态空间大小,prog-qtable,false,pending-qt-q01-v4-1,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
qt-q01-v4,2,动作类别名称,prog-qtable,false,pending-qt-q01-v4-2,待内容负责人填写：该错误选项反映的具体误解,prog-qtable,,,waiting_human_confirmation
